symbol,date,open,high,low,close,volume,adjclose,dividends,weekday,yearday
MMAQ4.SA,2023-03-27,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.0
MMAQ4.SA,2023-03-28,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.01098901098901099
MMAQ4.SA,2023-03-29,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.02197802197802198
MMAQ4.SA,2023-03-30,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.03296703296703297
MMAQ4.SA,2023-04-02,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.06593406593406594
MMAQ4.SA,2023-04-03,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.07692307692307693
MMAQ4.SA,2023-04-04,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.08791208791208792
MMAQ4.SA,2023-04-05,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.0989010989010989
MMAQ4.SA,2023-04-09,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.14285714285714285
MMAQ4.SA,2023-04-10,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.15384615384615385
MMAQ4.SA,2023-04-11,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.16483516483516483
MMAQ4.SA,2023-04-12,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.17582417582417584
MMAQ4.SA,2023-04-13,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.18681318681318682
MMAQ4.SA,2023-04-16,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.21978021978021978
MMAQ4.SA,2023-04-17,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.23076923076923078
MMAQ4.SA,2023-04-18,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.24175824175824176
MMAQ4.SA,2023-04-19,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.25274725274725274
MMAQ4.SA,2023-04-23,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.2967032967032967
MMAQ4.SA,2023-04-24,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.3076923076923077
MMAQ4.SA,2023-04-25,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.31868131868131866
MMAQ4.SA,2023-04-26,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.32967032967032966
MMAQ4.SA,2023-04-27,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.34065934065934067
MMAQ4.SA,2023-05-01,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,250.33994,0.0,0.38461538461538464
MMAQ4.SA,2023-05-02,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.3956043956043956
MMAQ4.SA,2023-05-03,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.4065934065934066
MMAQ4.SA,2023-05-04,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.4175824175824176
MMAQ4.SA,2023-05-07,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.45054945054945056
MMAQ4.SA,2023-05-08,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.46153846153846156
MMAQ4.SA,2023-05-09,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.4725274725274725
MMAQ4.SA,2023-05-10,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.4835164835164835
MMAQ4.SA,2023-05-11,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.4945054945054945
MMAQ4.SA,2023-05-14,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.5274725274725275
MMAQ4.SA,2023-05-15,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.5384615384615384
MMAQ4.SA,2023-05-16,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.5494505494505495
MMAQ4.SA,2023-05-17,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.5604395604395604
MMAQ4.SA,2023-05-18,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.5714285714285714
MMAQ4.SA,2023-05-21,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.6043956043956044
MMAQ4.SA,2023-05-22,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.6153846153846154
MMAQ4.SA,2023-05-23,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.6263736263736264
MMAQ4.SA,2023-05-24,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.6373626373626373
MMAQ4.SA,2023-05-25,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.6483516483516484
MMAQ4.SA,2023-05-29,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.6923076923076923
MMAQ4.SA,2023-05-30,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.7032967032967034
MMAQ4.SA,2023-05-31,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.7142857142857143
MMAQ4.SA,2023-06-01,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.7252747252747253
MMAQ4.SA,2023-06-04,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.7582417582417582
MMAQ4.SA,2023-06-05,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.7692307692307693
MMAQ4.SA,2023-06-06,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.7802197802197802
MMAQ4.SA,2023-06-08,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.8021978021978022
MMAQ4.SA,2023-06-11,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,1.0,0.8351648351648352
MMAQ4.SA,2023-06-12,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.8461538461538461
MMAQ4.SA,2023-06-13,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.8571428571428571
MMAQ4.SA,2023-06-14,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.8681318681318682
MMAQ4.SA,2023-06-15,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.8791208791208791
MMAQ4.SA,2023-06-19,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,0.9230769230769231
MMAQ4.SA,2023-06-20,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.16666666666666666,0.9340659340659341
MMAQ4.SA,2023-06-21,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.3333333333333333,0.945054945054945
MMAQ4.SA,2023-06-22,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.5,0.9560439560439561
MMAQ4.SA,2023-06-26,163.86000061035156,163.86000061035156,163.86000061035156,163.86000061035156,0.0,163.86000061035156,0.0,0.0,1.0
